Votos;url_peli;Id_peli;Titulo;Popularidad;Rating;Fecha;Duracion;Pais;Idioma;Presupuesto;Ganancia;Generos;Director;Genero_dir;Casting;Guion;Montaje;DOP;Resumen
116;/film/vertigo/;426;Vertigo;32.468;8.195;1958-05-28;128;United States of America;en;2479000.0;7797728.0;['Mystery', 'Romance', 'Thriller'];['Alfred Hitchcock'];[2];['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore', 'Henry Jones', 'Raymond Bailey', 'Ellen Corby', 'Konstantin Shayne', 'Lee Patrick', 'Bess Flowers', 'Alfred Hitchcock', 'David Ahdar', 'Sara Taft'];['Alec Coppel', 'Samuel A. Taylor'];['George Tomasini'];['Robert Burks'];A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.
102;/film/mulholland-drive/;1018;Mulholland Drive;27.365;7.835;2001-06-06;147;France;en;15000000.0;20271129.0;['Thriller', 'Drama', 'Mystery'];['David Lynch'];[2];['Naomi Watts', 'Laura Harring', 'Justin Theroux', 'Ann Miller', 'Mark Pellegrino', 'Robert Forster', 'Brent Briscoe', 'Dan Hedaya', 'Angelo Badalamenti', 'Monty Montgomery', 'Lee Grant', 'James Karen', 'Chad Everett', 'Richard Green', 'Rebekah Del Rio', 'Melissa George', 'Jeanne Bates', 'Dan Birnbaum', 'Lori Heuring', 'Marcus Graham', 'Michael J. Anderson', 'Patrick Fischler', 'Michael Cooke', 'Bonnie Aarons', 'Geno Silva', 'Billy Ray Cyrus', 'Vincent Castellanos', 'Wayne Grace', 'Rita Taggart', 'Michele Hicks', 'Lisa Lackey', 'Tad Horino', 'Missy Crider', 'Kate Forster', 'Tony Longo', 'Michael Fairman', 'Scott Coffey', 'Rena Riffel', 'Katharine Towne', 'Michael Des Barres', 'Robert Katims', 'Randall Wulff', 'Maya Bond', 'Joseph Kearney', 'Enrique Buelna', 'Richard Mead', 'Daniel Rey', 'David Schroeder', 'Tom Morris', 'Mo Gallini', 'Diane Nelson', 'Charles Croughwell', 'Lisa K. Ferguson', 'William Ostrander', 'Brian Beacock', 'Blake Lindsley', 'Adrien Curry', 'Tyrah M. Lindsey', 'Michael D. Weatherred', 'Johanna Stein', 'Conte Candoli', 'Cori Glazer', 'Lyssie Powell', 'Kimberly Clever', 'Joshua Collazo', 'David Frutos', 'Peter Loggins', 'Theresa Salazar', 'Thea Samuels', 'Christian Thompson', 'Sean Everett'];[];['Mary Sweeney'];['Peter Deming'];Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.
51;/film/ordet/;48035;Ordet;9.906;7.867000000000001;1955-01-09;125;Denmark;da;0.0;0.0;['Drama'];['Carl Theodor Dreyer'];[2];['Henrik Malberg', 'Birgitte Federspiel', 'Emil Hass Christensen', 'Preben Lerdorff Rye', 'Cay Kristiansen', 'Ejner Federspiel', 'Gerda Nielsen', 'Sylvia Eckhausen', 'Ann Elisabeth Groth', 'Susanne Rud', 'Ove Rud', 'Henry Skjær', 'Edith Trane', 'Hanne Agesen', 'Kirsten Andreasen'];['Carl Theodor Dreyer'];['Edith Schlüssel'];['Henning Bendtsen'];The three sons of devout Danish farmer Morten have widely disparate religious beliefs. Youngest son Anders shares his father's religion, but eldest son Mikkel has lost his faith, while middle child Johannes has become delusional and proclaims that he is Jesus Christ himself. When Mikkel's wife, Inger goes into a difficult childbirth, everyone's beliefs are put to the test.
47;/film/el-sur/;48139;El sur;6.89;7.7;1983-05-18;95;Spain;es;0.0;0.0;['Drama'];['Víctor Erice'];[2];"['Omero Antonutti', 'Sonsoles Aranguren', 'Icíar Bollaín', 'Lola Cardona', 'Rafaela Aparicio', 'Aurore Clément', 'Maria Caro', 'Francisco Merino', 'José Vivó', 'Germaine Montero', 'José García Morilla', 'María Massip', ""José Luis Fernández 'Pirri'"", 'Jesús Nieto']";['Víctor Erice'];['Pablo G. del Amo'];['José Luis Alcaine'];In the North of Spain, Estrella grows up captivated by her father, a doctor with mystical powers—and by the enigma of his youth in El Sur, a near-mythical region whose secrets haunt Estrella more and more as time goes on.
42;/film/johnny-guitar/;26596;Johnny Guitar;12.162;7.466;1954-05-26;110;United States of America;en;0.0;0.0;['Drama', 'Western', 'Romance'];['Nicholas Ray'];[2];['Joan Crawford', 'Mercedes McCambridge', 'Sterling Hayden', 'Ernest Borgnine', 'John Carradine', 'Scott Brady', 'Ward Bond', 'Royal Dano', 'Frank Ferguson', 'Paul Fix', 'Rhys Williams', 'Ian MacDonald', 'Ben Cooper', 'Denver Pyle', 'Will Wright'];['Philip Yordan'];['Richard L. Van Enger'];['Harry Stradling Sr.'];On the outskirts of town, the hard-nosed Vienna owns a saloon frequented by the undesirables of the region, including Dancin' Kid and his gang. Another patron of Vienna's establishment is Johnny Guitar, a former gunslinger and her lover. When a heist is pulled in town that results in a man's death, Emma Small, Vienna's rival, rallies the townsfolk to take revenge on Vienna's saloon – even without proof of her wrongdoing.
40;/film/sunrise-a-song-of-two-humans/;631;Sunrise: A Song of Two Humans;13.772;7.876;1927-11-04;94;United States of America;en;0.0;0.0;['Drama', 'Romance'];['F. W. Murnau'];[2];['George O’Brien', 'Janet Gaynor', 'Margaret Livingston', 'Bodil Rosing', 'J. Farrell MacDonald', 'Ralph Sipperly', 'Jane Winton', 'Arthur Housman', 'Eddie Boland', 'Herman Bing', 'Sidney Bracey', 'Gino Corrado', 'Vondell Darr', 'Sally Eilers', 'Gibson Gowland', 'Thomas Jefferson', 'Bob Kortman', 'F. W. Murnau', 'Barry Norton', 'Robert Parrish', 'Sally Phipps', 'Harry Semels', 'Phillips Smalley', 'Leo White', 'Clarence Wilson'];['Carl Mayer'];['Harold D. Schuster'];['Charles Rosher', 'Karl Struss'];A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.
39;/film/the-passion-of-joan-of-arc/;780;The Passion of Joan of Arc;11.196;8.055;1928-04-21;82;France;fr;0.0;0.0;['Drama', 'History'];['Carl Theodor Dreyer'];[2];"['Maria Falconetti', 'Eugène Silvain', 'André Berley', 'Maurice Schutz', 'Antonin Artaud', 'Michel Simon', ""Jean d'Yd"", 'Louis Ravet', 'Armand Lurville', 'Jacques Arnna', 'Alexandre Mihalesco', 'Léon Larive', 'Jean Aymé', 'Gilbert Dacheux', 'Gilbert Dalleu', 'Paul Delauzac', 'Dimitri Dimitriev', 'Fournez-Goffard', 'Henri Gaultier', 'Paul Jorge', 'Marie Lacroix', 'Henri Maillard', 'Raymond Narlay']";['Carl Theodor Dreyer'];['Carl Theodor Dreyer', 'Marguerite Beaugé'];['Rudolph Maté'];A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.
36;/film/tokyo-story/;18148;Tokyo Story;14.032;8.23;1953-11-03;137;Japan;ja;0.0;0.0;['Drama'];['Yasujirō Ozu'];[2];['Chishū Ryū', 'Chieko Higashiyama', 'Setsuko Hara', 'Haruko Sugimura', 'Sō Yamamura', 'Kuniko Miyake', 'Kyōko Kagawa', 'Eijirō Tōno', 'Nobuo Nakamura', 'Shirō Ōsaka', 'Hisao Toake', 'Teruko Nagaoka', 'Mutsuko Sakura', 'Toyo Takahashi', 'Tōru Abe', 'Sachiko Mitani', 'Ryōko Mizuki', 'Keijirô Morozumi', 'Shozo Suzuki', 'Haruko Chichibu', 'Takashi Miki', 'Toshinosuke Nagao', 'Zen Murase', 'Mitsuhiro Môri', 'Yoshiko Togawa', 'Fumio Tooyama'];['Yasujirō Ozu', 'Kōgo Noda'];['Yoshiyasu Hamamura'];['Yûharu Atsuta'];The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.
36;/film/pierrot-le-fou/;2786;Pierrot le Fou;12.688;7.447999999999999;1965-11-05;110;France;fr;300000.0;0.0;['Drama', 'Thriller'];['Jean-Luc Godard'];[2];['Jean-Paul Belmondo', 'Anna Karina', 'Graziella Galvani', 'Aicha Abadir', 'Henri Attal', 'Pascal Aubier', 'Maurice Auzel', 'Raymond Devos', 'Roger Dutoit', 'Samuel Fuller', 'Pierre Hanin', 'Jimmy Karoubi', 'Jean-Pierre Léaud', 'Hans Meyer', 'Krista Nell', 'Dirk Sanders', 'Georges Staquet', 'László Szabó', 'Dominique Zardi'];['Rémo Forlani'];['Françoise Collin'];['Raoul Coutard'];Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.
35;/film/celine-and-julie-go-boating/;27019;Céline and Julie Go Boating;8.622;6.721;1974-09-18;193;France;fr;0.0;0.0;['Comedy', 'Drama', 'Fantasy'];['Jacques Rivette'];[2];['Juliet Berto', 'Dominique Labourier', 'Bulle Ogier', 'Marie-France Pisier', 'Barbet Schroeder', 'Nathalie Asnar', 'Marie-Thérèse Saussure', 'Philippe Clévenot', 'Anne Zamire', 'Jean Douchet', 'Adèle Taffetas', 'Monique Clément', 'Jérôme Richard', 'Michael Graham', 'Jean-Marie Sénia'];[];['Nicole Lubtchansky'];[];A mysteriously linked pair of young women find their daily lives pre-empted by a strange boudoir melodrama that plays itself out in a hallucinatory parallel reality.
34;/film/rio-bravo/;301;Rio Bravo;26.901;7.877999999999999;1959-03-17;141;United States of America;en;0.0;5800000.0;['Western'];['Howard Hawks'];[2];"['John Wayne', 'Dean Martin', 'Ricky Nelson', 'Angie Dickinson', 'Walter Brennan', 'Ward Bond', 'John Russell', 'Pedro Gonzalez Gonzalez', 'Estelita Rodriguez', 'Claude Akins', 'Malcolm Atterbury', 'Harry Carey, Jr.', 'Walter Barnes', 'George Bell', 'Noble ""Kid"" Chissell', 'Cecil Combs', 'Myron Healey', 'Cactus Mack', 'Mathew McCue', 'Frank Mills', 'Kansas Moehring', 'Jack Perry', 'Danny Sands', 'Sailor Vincent', 'Bob Whitney', 'Nesdon Booth', 'Robert Donner', 'Ted White', 'George Bruggeman', 'Buck Bucko', 'Yakima Canutt', 'Chuck Roberson', 'Albert Cavens', 'Tom Monroe', 'Fred Graham', 'Eugene Iglesias', 'Joe Gray', 'Dean Smith', 'Riley Hill', 'Richard LaMarr', 'Gordon Mitchell', 'Bob Reeves', 'Bing Russell', 'Bob Steele', 'Bud Cokes', 'David O. McCall']";['Jules Furthman', 'Leigh Brackett'];['Folmar Blangsted'];['Russell Harlan'];The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach.
33;/film/sansho-the-bailiff/;20532;Sansho the Bailiff;14.894;8.168;1954-03-31;124;Japan;ja;0.0;0.0;['Drama'];['Kenji Mizoguchi'];[2];['Kinuyo Tanaka', 'Yoshiaki Hanayagi', 'Kyōko Kagawa', 'Eitarō Shindō', 'Akitake Kôno', 'Masahiko Tsugawa', 'Keiko Enami', 'Masao Shimizu', 'Ken Mitsuda', 'Kazukimi Okuni', 'Yōko Kozono', 'Noriko Tachibana', 'Ichirō Sugai', 'Teruko Omi', 'Chieko Naniwa', 'Kikue Mōri', 'Ryōsuke Kagawa', 'Kanji Koshiba', 'Shinobu Araki', 'Reiko Kongō', 'Shōzō Nanbu', 'Ryônosuke Azuma', 'Sumao Ishihara', 'Yukio Horikita', 'Jun Fujikawa', 'Sôji Shibata', 'Akira Shimizu', 'Midori Komatsu', 'Tokio Oki', 'Akira Shiga', 'Saburo Date', 'Goro Nakanishi', 'Ichirô Amano', 'Hachiro Okuni', 'Akiyoshi Kikuno'];['Yoshikata Yoda', 'Fuji Yahiro'];['Mitsuzô Miyata'];['Kazuo Miyagawa'];In medieval Japan, a woman and his children journey to find the family's patriarch, who was exiled years before.
33;/film/only-angels-have-wings/;43832;Only Angels Have Wings;9.222;7.4;1939-05-15;121;United States of America;en;0.0;0.0;['Romance', 'Adventure', 'Drama'];['Howard Hawks'];[2];['Cary Grant', 'Jean Arthur', 'Richard Barthelmess', 'Rita Hayworth', 'Thomas Mitchell', 'Allyn Joslyn', 'Sig Ruman', 'Victor Kilian', 'John Carroll', 'Don Barry', 'Noah Beery Jr.', 'Pat Flaherty', 'Stanley Brown', 'Cecilia Callejo', 'Candy Candido', 'Vernon Dent', 'Forbes Murray', 'Robert Sterling', 'Rafael Alcayde', 'Enrique Acosta', 'Dick Botiller', 'Curley Dresden', 'James Millican', 'Pedro Regas', 'Manuel Álvarez Maciste', 'Milisa Sierra', 'Lucio Villegas', 'Pat West', 'Wilson Benge', 'Lew Davis', 'Eddie Foster', 'Ed Randolph', 'Al Rhein', 'Ky Robinson', 'Harry A. Bailey', 'Raúl Lechuga', 'Tessie Murray', 'Aurora Navarro', 'Elena Durán', 'Budd Fine', 'Tex Higginson', 'Charles R. Moore', 'Inez Palange', 'Sammee Tong', 'Francisco Marán', 'Jack Low', 'Victor Travis'];['Jules Furthman'];['Viola Lawrence'];['Joseph Walker'];A traveling performer arrives at a remote South American port town where the head of an air freight service must risk his pilots' lives to earn a major contract.
33;/film/gertrud/;34181;Gertrud;6.497000000000001;7.224;1964-12-19;119;Denmark;da;0.0;0.0;['Drama', 'Romance'];['Carl Theodor Dreyer'];[2];['Nina Pens Rode', 'Bendt Rothe', 'Ebbe Rode', 'Baard Owe', 'Axel Strøbye', 'Karl Gustav Ahlefeldt', 'Vera Gebuhr', 'Lars Knutzon', 'Anna Malberg', 'Edouard Mielche', 'William Knoblauch', 'Valsø Holm', 'Carl Johan Hviid'];[];['Edith Schlüssel'];['Henning Bendtsen', 'Arne Abrahamsen'];Hopeless romantic Gertrud inhabits a turn-of-the-century milieu of artists and musicians, where she pursues an idealized notion of love that will always elude her. She abandons her distinguished husband and embraces an affair with a young concert pianist, who falls short of her desire for lasting affection. When an old lover returns to her life, fresh disappointments follow, and Gertrud must try to come to terms with reality.
33;/film/the-long-gray-line/;61934;The Long Gray Line;6.2079999999999975;6.9289999999999985;1955-02-09;138;United States of America;en;0.0;0.0;['Comedy', 'Drama'];['John Ford'];[2];"['Tyrone Power', ""Maureen O'Hara"", 'Robert Francis', 'Donald Crisp', 'Ward Bond', 'Betsy Palmer', 'Philip Carey', 'William Leslie', 'Harry Carey, Jr.', 'Patrick Wayne', 'Sean McClory', 'Peter Graves', 'Milburn Stone', ""Erin O'Brien-Moore"", 'Walter Ehlers', 'Willis Bouchey', 'Ken Curtis', 'Tom Hennesy', 'Martin Milner', 'Mickey Simpson', 'Harry Tenbrook', 'Jean Moorhead']";['Edward Hope'];['William A. Lyon'];['Charles Lawton Jr.'];The life story of a salt-of-the-earth Irish immigrant, who becomes an Army Noncommissioned Officer and spends his 50 year career at the United States Military Academy at West Point. This includes his job-related experiences as well as his family life and the relationships he develops with young cadets with whom he befriends. Based on the life of a real person.
32;/film/spirited-away/;129;Spirited Away;102.83;8.54;2001-07-20;125;Japan;ja;19000000.0;274925095.0;['Animation', 'Family', 'Fantasy'];['Hayao Miyazaki'];[2];['Rumi Hiiragi', 'Miyu Irino', 'Mari Natsuki', 'Bunta Sugawara', 'Akio Nakamura', 'Yumi Tamai', 'Ryunosuke Kamiki', 'Takashi Naito', 'Yasuko Sawaguchi', 'Tsunehiko Kamijô', 'Takehiko Ono', 'Tatsuya Gashûin', 'Yo Oizumi', 'Ken Yasuda', 'Koba Hayashi', 'Shigeru Wakita', 'Shiro Saito', 'Michiko Yamamoto', 'Keiko Tsukamoto', 'Shinji Tokumaru', 'Kaori Yamagata', 'Yayoi Kazuki', 'Masahiro Asano', 'Kazutaka Hayashida', 'Ikuko Yamamoto', 'Mina Meguro', 'Tetsurô Ishibashi', 'Katsutomo Shîbara', 'Shinobu Katabuchi', 'Noriko Kitou', 'Naoto Kaji', 'Yoshitaka Sukegawa', 'Aki Tachikawa', 'Noriko Yamaya', 'Katsuhisa Matsuo', 'Masayuki Kizu', 'Yôko Ôno', 'Sachie Azuma', 'Shigeyuki Totsugi', 'Mayumi Saco', 'Sonoko Soeda', 'Akiko Tomihira', 'Minako Masuda', 'Orika Ono', 'Rina Yamada', 'Miwa Takachi', 'Hiromi Takeuchi', 'Makiko Oku'];[];['Takeshi Seyama'];['Atsushi Okui'];A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.
31;/film/the-quiet-man/;3109;The Quiet Man;13.140999999999998;7.3;1952-07-21;129;United States of America;en;1750000.0;3800000.0;['Romance', 'Comedy', 'Drama'];['John Ford'];[2];"['John Wayne', ""Maureen O'Hara"", 'Victor McLaglen', 'Barry Fitzgerald', 'Ward Bond', 'Mildred Natwick', 'Francis Ford', 'Eileen Crowe', 'May Craig', 'Arthur Shields', 'Charles B. Fitzsimons', ""James O'Hara"", 'Sean McClory', 'Jack MacGowran', ""Joseph O'Dea"", 'Eric Gorman', 'Kevin Lawless', ""Paddy O'Donnell"", 'Ruth Clifford', 'Ken Curtis', 'David Hughes', 'Tiny Jones', 'Mae Marsh', ""Frank O'Connor"", 'Melinda Wayne', 'Michael Wayne', 'Patrick Wayne', 'Toni Wayne', 'Frank Baker', 'Noble ""Kid"" Chissell']";['Frank S. Nugent'];['Jack Murray'];['Winton C. Hoch'];An American man returns to the village of his birth in Ireland, where he finds love and conflict.
31;/film/sans-soleil/;1563;Sans Soleil;10.107;7.5;1983-02-15;100;France;fr;0.0;30878.0;['Documentary'];['Chris Marker'];[2];['Florence Delay', 'Arielle Dombasle', 'Riyoko Ikeda', 'Charlotte Kerr', 'Alexandra Stewart'];[];[];[];"""He wrote me..."" A woman narrates the thoughts of a world traveler, meditations on time and memory expressed in words and images from places as far-flung as Japan, Guinea-Bissau, Iceland, and San Francisco."
30;/film/persona/;797;Persona;16.572;8.26;1966-10-18;83;Sweden;sv;0.0;0.0;['Drama'];['Ingmar Bergman'];[2];['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook', 'Gunnar Björnstrand', 'Jörgen Lindström'];['Ingmar Bergman'];['Ulla Ryghe'];['Sven Nykvist'];A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. The time they spend together only strengthens the crushing realization that one does not exist.
29;/film/the-green-ray/;54898;The Green Ray;11.566;7.434;1986-08-29;98;France;fr;0.0;0.0;['Drama', 'Romance'];['Éric Rohmer'];[2];['Marie Rivière', 'Amira Chemakhi', 'Sylvie Richez', 'María Luisa García', 'Béatrice Romand', 'Rosette', 'Vincent Gauthier', 'Basile Gervaise', 'Virginie Gervaise', 'René Hernandez', 'Dominique Rivière', 'Claude Jullien', 'Alaric Jullien', 'Laetitia Rivière', 'Isabelle Rivière', 'Marcello Pezzutto', 'Irène Skobline', 'Eric Hamm', 'Gérard Quéré', 'Julie Quéré', 'Brigitte Poulain', 'Gerard Leleu', 'Liliane Leleu', 'Vanessa Leleu', 'Huger Foote', 'Michel Labourre', 'Paulo', 'Maria Couto-Palos', 'Isa Bonnet', 'Yve Doyhamboure', 'Friedrich Gunter Christlein', 'Paulette Christlein', 'Carita Holmström', 'Marc Vivas', 'Joël Comarlot'];[];['María Luisa García'];['Sophie Maintigneux'];A lonely Parisian woman comes to terms with her isolation and anxieties during a long summer vacation.
29;/film/heat-1995/;949;Heat;53.447;7.9;1995-12-15;170;United States of America;en;60000000.0;187436818.0;['Action', 'Crime', 'Drama', 'Thriller'];['Michael Mann'];[2];"['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Jon Voight', 'Tom Sizemore', 'Diane Venora', 'Amy Brenneman', 'Ashley Judd', 'Kevin Gage', 'Mykelti Williamson', 'Wes Studi', 'Ted Levine', 'Natalie Portman', 'Danny Trejo', 'William Fichtner', 'Hank Azaria', 'Dennis Haysbert', 'Tom Noonan', 'Susan Traylor', 'Kim Staunton', 'Henry Rollins', 'Jerry Trimble', 'Martin Ferrero', 'Ricky Harris', 'Tone Loc', 'Begonya Plaza', 'Hazelle Goodman', 'Ray Buktenica', 'Jeremy Piven', 'Xander Berkeley', 'Rick Avery', 'Brad Baldridge', 'Andrew Camuccio', 'Brian Camuccio', 'Max Daniels', 'Vince Deadrick Jr.', 'Charles Duke', 'Thomas Elfmont', 'Kenny Endoso', 'Kimberly Flynn', 'Steven Ford', 'Farrah Forke', 'Hannes Fritsch', 'Amanda Graves', 'Emily Graves', 'Niki Haris', 'Ted Harvey', 'Patricia Healy', 'Paul Herman', 'Cindy Katz', 'Brian Libby', 'Bill McIntosh', 'Dan Martin', 'Rick Marzan', 'Terry Miller', 'Paul Moyer', ""Daniel O'Haco"", 'Mario Roberts', 'Phillip Robinson', 'Thomas Rosales Jr.', 'Rainell Saunders', 'Kai Soremekun', 'Rey Verdugo', 'Wendy L. Walsh', 'Yvonne Zima', 'Monica Lee Bellais', 'Peter Blackwell', 'Trevor Coppola', 'Bud Cort', 'Annette Goodman', 'Mick Gould', 'Mary Kircher', 'David Koseruba', 'Melissa S. Markess', 'Andre McCoy', 'Darren Melton', 'Robert Miranda', 'Kathryn Mullen', 'Manny Perry', 'Jimmy N. Roberts', 'Iva Franks Singer', 'Gloria Koehn Straube', 'Viviane Vives', 'Tim Werner']";['Michael Mann'];['William Goldenberg', 'Tom Rolf', 'Pasquale Buba', 'Dov Hoenig'];['Dante Spinotti'];Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.
29;/film/latalante/;43904;L'Atalante;10.594;7.516;1934-04-24;89;France;fr;0.0;0.0;['Romance', 'Drama', 'Comedy'];['Jean Vigo'];[2];['Michel Simon', 'Dita Parlo', 'Jean Dasté', 'Gilles Margaritis', 'Louis Lefebvre', 'Maurice Gilles', 'Raphaël Diligent', 'Claude Aveline', 'René Blech', 'Lou Bonin', 'Fanny Clar', 'Charles Dorat', 'Genya Lozinska', 'Gen Paul', 'Jacques Prévert', 'Pierre Prévert', 'Albert Riéra', 'Jacques Brunius', 'Paul Grimault'];['Jean Vigo', 'Jean Guinée', 'Albert Riéra'];['Louis Chavance'];['Boris Kaufman', 'Jean-Paul Alphen', 'Louis Berger'];Capricious small-town girl Juliette and barge captain Jean marry after a whirlwind courtship, and she comes to live aboard his boat, L'Atalante. As they make their way down the Seine, Jean grows weary of Juliette's flirtations with his all-male crew, and Juliette longs to escape the monotony of the boat and experience the excitement of a big city. When she steals away to Paris by herself, her husband begins to think their marriage was a mistake.
27;/film/an-affair-to-remember/;8356;An Affair to Remember;13.771;7.421;1957-07-11;111;United States of America;en;2100000.0;3800000.0;['Drama', 'Romance'];['Leo McCarey'];[2];"['Cary Grant', 'Deborah Kerr', 'Richard Denning', 'Neva Patterson', 'Cathleen Nesbitt', 'Robert Q. Lewis', 'Charles Watts', 'Fortunio Bonanova', 'Dorothy Adams', 'Al Bain', 'Frank Baker', 'Mary Bayless', 'Dino Bolognese', 'Paul Bradley', 'George Calliga', 'Mary Carroll', 'Steve Carruthers', 'Brian Corcoran', 'Walt Davis', 'Anthony De Mario', 'Ken DuMain', 'Minta Durfee', 'Michka Egan', 'Suzanne Ellers', 'Juney Ellis', 'Franklyn Farnum', 'Jesslyn Fax', 'Adolph Faylauer', 'Raoul Freeman', 'Priscilla Garcia', 'Rudy Germane', 'Kenneth Gibson', 'Herschel Graham', 'Stuart Hall', 'Sam Harris', 'Lars Hensen', 'Bill Hickman', 'Ken Kane', 'Terry Kelman', 'Walter Woolf King', 'Jeanne Lafayette', 'Mike Lally', 'Richard LaMarr', 'Jack Lomas', 'Leota Lorraine', 'Robert Lynn', 'Wilbur Mack', 'Nora Marlowe', 'Nita Mathews', 'Helen Mayon', 'Anthony Mazzola', 'Louis Mercier', 'Harold Miller', 'Hans Moebus', 'Michele Montau', 'Matt Moore', 'Alberto Morin', 'Scotty Morrow', 'Charles Morton', 'Sol Murgi', 'Alena Murray', 'Marni Nixon', 'Tom Nolan', ""Monty O'Grady"", 'Charles Perry', 'Don Pietro', 'Murray Pollack', 'Patricia Powell', 'Paul Power', 'Jack Raine', 'Jean Ransome', 'Fred Rapport', 'Leoda Richards', 'Paul Russell', 'Jeffrey Sayre', 'Sarah Selby', 'Eddie Lou Simms', 'Leslie Sketchley', 'Carl Sklover', 'Marc Snegoff', 'Marc Snow', 'Bert Stevens', 'Tim Taylor', 'Tina Thompson', 'Roger Til', 'Geraldine Wall', 'Luree Wiese', 'George Winslow', 'Tom Wyner']";['Donald Ogden Stewart', 'Leo McCarey', 'Delmer Daves'];['James B. Clark'];['Milton Krasner'];A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?
27;/film/as-i-was-moving-ahead-occasionally-i-saw-brief-glimpses-of-beauty/;130824;As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty;5.5470000000000015;7.9;2000-11-05;288;United States of America;en;0.0;0.0;['Documentary'];['Jonas Mekas'];[2];['Jonas Mekas', 'Stan Brakhage', 'Jane Brakhage', 'Robert Breer', 'Hollis Frampton', 'Allen Ginsberg', 'Ken Jacobs', 'Peter Kubelka', 'Adolfas Mekas', 'Oona Mekas', 'Hollis Melton', 'Hermann Nitsch', 'Nam June Paik', 'P. Adams Sitney', 'Andy Warhol'];[];['Jonas Mekas'];[];Director Jonas Mekas provides an intimate glimpse of his personal life by constructing a feature length narrative from over 30 years of private home movie footage.
27;/film/my-darling-clementine/;3088;My Darling Clementine;11.804;7.423999999999999;1946-10-17;97;United States of America;en;0.0;0.0;['Western', 'Romance'];['John Ford'];[2];['Henry Fonda', 'Linda Darnell', 'Victor Mature', 'Cathy Downs', 'Walter Brennan', 'Tim Holt', 'Ward Bond', 'Alan Mowbray', 'John Ireland', 'Roy Roberts', 'Jane Darwell', 'Grant Withers', 'J. Farrell MacDonald', 'Russell Simpson', 'Robert Adler', 'C.E. Anderson', 'Don Barclay', 'Hank Bell', 'Danny Borzage', 'Ruth Clifford', 'Frank Conlan', 'Tex Cooper', 'Jack Curtis', 'William B. Davidson', 'James Dime', 'Tex Driscoll', 'Frank Ellis', 'Francis Ford', 'Earle Foxe', 'Don Garner', 'Ben Hall', 'Aleth Hansen', 'Jack Kenny', 'Duke R. Lee', 'Fred Libby', 'Mae Marsh', 'Margarita Martín', 'Kermit Maynard', 'Louis Mercier', 'Jack Montgomery', 'Jack Pennick', 'Mickey Simpson', 'Charles Stevens', 'Arthur Walsh', 'Harry Woods'];['Samuel G. Engel', 'Winston Miller'];['Dorothy Spencer'];['Joseph MacDonald'];Wyatt Earp and his brothers Morgan and Virgil ride into Tombstone and leave brother James in charge of their cattle herd. On their return they find their cattle stolen and James dead. Wyatt takes on the job of town marshal, making his brothers deputies, and vows to stay in Tombstone until James' killers are found. He soon runs into the brooding, coughing, hard-drinking Doc Holliday as well as the sullen and vicious Clanton clan. Wyatt discovers the owner of a trinket stolen from James' dead body and the stage is set for the Earps' long-awaited revenge.
